date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:04:30	74836/74836	---MCZ	200	added ('OK')	application/javascript	etag:W/%226148463f-12454%22	https://spet-gatsby.envytheme.com/app-14b88a8487eff8db7e86.js	D:/spet/spet-gatsby.envytheme.com/app-14b88a8487eff8db7e86.js	(from https://spet-gatsby.envytheme.com/it-startup/)
03:04:30	17617/17617	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261484639-44d1%22	https://spet-gatsby.envytheme.com/0ceb88f578a0c235877c3d5fb01599991c0ad2a0-006a68b78c5f11519df4.js	D:/spet/spet-gatsby.envytheme.com/0ceb88f578a0c235877c3d5fb01599991c0ad2a0-006a68b78c5f11519df4.js	(from https://spet-gatsby.envytheme.com/it-startup/)
03:04:30	23276/23276	---MCZ	200	added ('OK')	application/javascript	etag:W/%226148463e-5aec%22	https://spet-gatsby.envytheme.com/8d129cc1ca202cf103839800a6359c35066f9663-374e12662abc795272cd.js	D:/spet/spet-gatsby.envytheme.com/8d129cc1ca202cf103839800a6359c35066f9663-374e12662abc795272cd.js	(from https://spet-gatsby.envytheme.com/it-startup/)
03:04:31	8419/8419	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261484639-20e3%22	https://spet-gatsby.envytheme.com/0c35ba44a63a8c0fbf74d5da3cc1dd8f478295c6-b0eb17200187972739eb.js	D:/spet/spet-gatsby.envytheme.com/0c35ba44a63a8c0fbf74d5da3cc1dd8f478295c6-b0eb17200187972739eb.js	(from https://spet-gatsby.envytheme.com/it-startup/)
03:04:31	25350/25350	---MCZ	200	added ('OK')	application/javascript	etag:W/%226148463b-6306%22	https://spet-gatsby.envytheme.com/445c9793aa992c1700088119aa471f74c688faa6-d8599db99ef08796c5a9.js	D:/spet/spet-gatsby.envytheme.com/445c9793aa992c1700088119aa471f74c688faa6-d8599db99ef08796c5a9.js	(from https://spet-gatsby.envytheme.com/it-startup/)
03:04:31	30393/30393	---MCZ	200	added ('OK')	application/javascript	etag:W/%226148463c-76b9%22	https://spet-gatsby.envytheme.com/5bb8682e1b8c321fd9dbb19511f33638894d80c7-8d5f74768fbd2f6c625a.js	D:/spet/spet-gatsby.envytheme.com/5bb8682e1b8c321fd9dbb19511f33638894d80c7-8d5f74768fbd2f6c625a.js	(from https://spet-gatsby.envytheme.com/it-startup/)
03:04:31	24440/24440	---MCZ	200	added ('OK')	application/javascript	etag:W/%226148463e-5f78%22	https://spet-gatsby.envytheme.com/7d60ae156e89c19f6bbfdff000aa6a2e24d78215-3ce4bed55beaa12dafe8.js	D:/spet/spet-gatsby.envytheme.com/7d60ae156e89c19f6bbfdff000aa6a2e24d78215-3ce4bed55beaa12dafe8.js	(from https://spet-gatsby.envytheme.com/it-startup/)
03:04:32	70078/70078	---MCZ	200	added ('OK')	application/javascript	etag:W/%226148463e-111be%22	https://spet-gatsby.envytheme.com/9f7b7f7eb56a3a068ee5600707970d38960a2a6b-05099e6a17b06ea0f468.js	D:/spet/spet-gatsby.envytheme.com/9f7b7f7eb56a3a068ee5600707970d38960a2a6b-05099e6a17b06ea0f468.js	(from https://spet-gatsby.envytheme.com/it-startup/)
03:04:33	14531/14531	---MCZ	200	added ('OK')	application/javascript	etag:W/%226148463b-38c3%22	https://spet-gatsby.envytheme.com/2ec850c47d06b2768946e92b6bb4f92103d20a6c-bb66117f71894d0fd921.js	D:/spet/spet-gatsby.envytheme.com/2ec850c47d06b2768946e92b6bb4f92103d20a6c-bb66117f71894d0fd921.js	(from https://spet-gatsby.envytheme.com/it-startup/)
03:04:34	99653/99653	---MCZ	200	added ('OK')	application/javascript	etag:W/%226148463b-18545%22	https://spet-gatsby.envytheme.com/2b94106e6dfb891a03264b01c95acd513054fea2-f224161535f33fd56d12.js	D:/spet/spet-gatsby.envytheme.com/2b94106e6dfb891a03264b01c95acd513054fea2-f224161535f33fd56d12.js	(from https://spet-gatsby.envytheme.com/it-startup/)
03:04:34	42947/42947	---MCZ	200	added ('OK')	application/javascript	etag:W/%226148463a-a7c3%22	https://spet-gatsby.envytheme.com/13b0692a3cba8755f1e40d8df0173f59d306074b-91bac9bb92a8da3a5709.js	D:/spet/spet-gatsby.envytheme.com/13b0692a3cba8755f1e40d8df0173f59d306074b-91bac9bb92a8da3a5709.js	(from https://spet-gatsby.envytheme.com/it-startup/)
03:04:35	79774/79774	---MCZ	200	added ('OK')	application/javascript	etag:W/%226148463a-1379e%22	https://spet-gatsby.envytheme.com/25b25725314fb305cad4139d687c36968b35883a-0cf348383d36945b242e.js	D:/spet/spet-gatsby.envytheme.com/25b25725314fb305cad4139d687c36968b35883a-0cf348383d36945b242e.js	(from https://spet-gatsby.envytheme.com/it-startup/)
03:04:36	803/803	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261484647-323%22	https://spet-gatsby.envytheme.com/component---src-pages-it-startup-js-de998cf75b1fe7e855f6.js	D:/spet/spet-gatsby.envytheme.com/component---src-pages-it-startup-js-de998cf75b1fe7e855f6.js	(from https://spet-gatsby.envytheme.com/it-startup/)
03:04:37	39439/39439	---M--	200	added ('OK')	image/png	etag:%2261484675-9a0f%22	https://spet-gatsby.envytheme.com/static/man-0c927cbbb557d9239018a5fad977746e.png	D:/spet/spet-gatsby.envytheme.com/static/man-0c927cbbb557d9239018a5fad977746e.png	(from https://spet-gatsby.envytheme.com/it-startup/)
03:04:37	13828/13828	---M--	200	added ('OK')	image/png	etag:%2261484670-44ea%22	https://spet-gatsby.envytheme.com/static/carpet-d5693d37c04a91336670e5fdb5088679.png	D:/spet/spet-gatsby.envytheme.com/static/carpet-d5693d37c04a91336670e5fdb5088679.png	(from https://spet-gatsby.envytheme.com/it-startup/)
03:04:38	16255/16255	---M--	200	added ('OK')	image/png	etag:%2261484671-3f7f%22	https://spet-gatsby.envytheme.com/static/dekstop-67bf13c181b3f96a081d933770c3ac25.png	D:/spet/spet-gatsby.envytheme.com/static/dekstop-67bf13c181b3f96a081d933770c3ac25.png	(from https://spet-gatsby.envytheme.com/it-startup/)
03:04:38	14365/14365	---M--	200	added ('OK')	image/png	etag:%2261484673-3b9d%22	https://spet-gatsby.envytheme.com/static/flower-top-big-e520a110fbcffbb546a2700adb47fc78.png	D:/spet/spet-gatsby.envytheme.com/static/flower-top-big-e520a110fbcffbb546a2700adb47fc78.png	(from https://spet-gatsby.envytheme.com/it-startup/)
03:04:39	13332/13332	---M--	200	added ('OK')	image/png	etag:%226148467c-3414%22	https://spet-gatsby.envytheme.com/static/table-4bba1c7383cc72bfee52ac4596195ba5.png	D:/spet/spet-gatsby.envytheme.com/static/table-4bba1c7383cc72bfee52ac4596195ba5.png	(from https://spet-gatsby.envytheme.com/it-startup/)
03:04:40	134651/134651	---M--	200	added ('OK')	image/png	etag:%2261484675-218a5%22	https://spet-gatsby.envytheme.com/static/main-pic-68043f7e0b9a77d65db913dd43a9da06.png	D:/spet/spet-gatsby.envytheme.com/static/main-pic-68043f7e0b9a77d65db913dd43a9da06.png	(from https://spet-gatsby.envytheme.com/it-startup/)
03:04:41	33489/33489	---M--	200	added ('OK')	image/png	etag:%226148466f-82d1%22	https://spet-gatsby.envytheme.com/static/box-20b101975952d55aa19929b58e0ed8c0.png	D:/spet/spet-gatsby.envytheme.com/static/box-20b101975952d55aa19929b58e0ed8c0.png	(from https://spet-gatsby.envytheme.com/it-startup/)
03:04:41	11933/11933	---M--	200	added ('OK')	image/png	etag:%2261484670-34b0%22	https://spet-gatsby.envytheme.com/static/cloud-cfe99dc94c2124094bf6928fcfb174d5.png	D:/spet/spet-gatsby.envytheme.com/static/cloud-cfe99dc94c2124094bf6928fcfb174d5.png	(from https://spet-gatsby.envytheme.com/it-startup/)
03:04:41	20034/20034	---M--	200	added ('OK')	image/png	etag:%2261484670-5891%22	https://spet-gatsby.envytheme.com/static/cercle-shape-f14ae2238864a33e83e988e6d7e6235d.png	D:/spet/spet-gatsby.envytheme.com/static/cercle-shape-f14ae2238864a33e83e988e6d7e6235d.png	(from https://spet-gatsby.envytheme.com/it-startup/)
03:04:41	62690/62690	---M--	200	added ('OK')	image/png	etag:%226148467a-fe44%22	https://spet-gatsby.envytheme.com/static/service-right-main-pic-602fe3ef2a065ca3d4210fc0085b79bd.png	D:/spet/spet-gatsby.envytheme.com/static/service-right-main-pic-602fe3ef2a065ca3d4210fc0085b79bd.png	(from https://spet-gatsby.envytheme.com/it-startup/)
03:04:42	10271/10271	---M--	200	added ('OK')	image/png	etag:%226148466c-281f%22	https://spet-gatsby.envytheme.com/static/big-monitor-236b6dcb3bf905aab247f6a6157c8018.png	D:/spet/spet-gatsby.envytheme.com/static/big-monitor-236b6dcb3bf905aab247f6a6157c8018.png	(from https://spet-gatsby.envytheme.com/it-startup/)
03:04:43	13208/13208	---M--	200	added ('OK')	image/png	etag:%2261484671-3933%22	https://spet-gatsby.envytheme.com/static/developer-6b8523f5349c3381513bde94f2773c0e.png	D:/spet/spet-gatsby.envytheme.com/static/developer-6b8523f5349c3381513bde94f2773c0e.png	(from https://spet-gatsby.envytheme.com/it-startup/)
03:04:43	56398/56398	---M--	200	added ('OK')	image/png	etag:%226148467a-e3d7%22	https://spet-gatsby.envytheme.com/static/service-left-main-pic-ac969d4475c0c5d184cf467d3321d7a2.png	D:/spet/spet-gatsby.envytheme.com/static/service-left-main-pic-ac969d4475c0c5d184cf467d3321d7a2.png	(from https://spet-gatsby.envytheme.com/it-startup/)
03:04:43	26716/26716	---M--	200	added ('OK')	image/png	etag:%2261484675-bcb6%22	https://spet-gatsby.envytheme.com/static/map-3f6e1ddb342185a26c476daa59c3a805.png	D:/spet/spet-gatsby.envytheme.com/static/map-3f6e1ddb342185a26c476daa59c3a805.png	(from https://spet-gatsby.envytheme.com/it-startup/)
03:04:43	9215/9215	---M--	200	added ('OK')	image/jpeg	etag:%2261484670-27c2%22	https://spet-gatsby.envytheme.com/static/client2-39ece585f0a1b0330c627171786c78b7.jpg	D:/spet/spet-gatsby.envytheme.com/static/client2-39ece585f0a1b0330c627171786c78b7.jpg	(from https://spet-gatsby.envytheme.com/it-startup/)
03:04:44	102145/102145	---M--	200	added ('OK')	image/jpeg	etag:%226148466c-1990a%22	https://spet-gatsby.envytheme.com/static/blog1-fb50e94f7547cede1bcc161297b3d313.jpg	D:/spet/spet-gatsby.envytheme.com/static/blog1-fb50e94f7547cede1bcc161297b3d313.jpg	(from https://spet-gatsby.envytheme.com/it-startup/)
03:04:44	89708/89708	---M--	200	added ('OK')	image/jpeg	etag:%226148466d-1683d%22	https://spet-gatsby.envytheme.com/static/blog2-c3809a2eb6a0baf6b5cb321ed76c29f2.jpg	D:/spet/spet-gatsby.envytheme.com/static/blog2-c3809a2eb6a0baf6b5cb321ed76c29f2.jpg	(from https://spet-gatsby.envytheme.com/it-startup/)
03:04:44	92506/92506	---M--	200	added ('OK')	image/jpeg	etag:%226148466d-174f0%22	https://spet-gatsby.envytheme.com/static/blog3-a2e57eba995428852ec410f6a13ced57.jpg	D:/spet/spet-gatsby.envytheme.com/static/blog3-a2e57eba995428852ec410f6a13ced57.jpg	(from https://spet-gatsby.envytheme.com/it-startup/)
03:04:45	1183350/1183350	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Sep%202021%2008:29:01%20GMT	https://spet-gatsby.envytheme.com/it-startup/mailto:spet@gmail.com	D:/spet/spet-gatsby.envytheme.com/it-startup/mailto_spet@gmail.html	(from https://spet-gatsby.envytheme.com/it-startup/)
03:04:46	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264b6cdef-4d7%22	https://spet-gatsby.envytheme.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	D:/spet/spet-gatsby.envytheme.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://spet-gatsby.envytheme.com/it-startup/)
03:04:47	1183350/1183350	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Sep%202021%2008:29:01%20GMT	https://spet-gatsby.envytheme.com/it-startup/tel:321984754	D:/spet/spet-gatsby.envytheme.com/it-startup/tel_321984754.html	(from https://spet-gatsby.envytheme.com/it-startup/)
03:04:47	82632/82632	---MCZ	200	added ('OK')	application/javascript	etag:W/%226148464d-142c8%22	https://spet-gatsby.envytheme.com/polyfill-2a74e76bf3a4aaf25439.js	D:/spet/spet-gatsby.envytheme.com/polyfill-2a74e76bf3a4aaf25439.js	(from https://spet-gatsby.envytheme.com/it-startup/)
03:04:49	793/793	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261484646-319%22	https://spet-gatsby.envytheme.com/component---src-pages-index-js-df52164f0787320d5904.js	D:/spet/spet-gatsby.envytheme.com/component---src-pages-index-js-df52164f0787320d5904.js	(from https://spet-gatsby.envytheme.com/it-startup/mailto:spet@gmail.com)
